so,1,36,Hæing Ulf was a man,tall and strong that none
tall,1,37,Ulf was a man so,and strong that none could
and,1,38,was a man so tall,strong that none could match
strong,1,39,a man so tall and,that none could match him
that,1,40,man so tall and strong,none could match him and
none,1,41,so tall and strong that,could match him and in
could,1,42,tall and strong that none,match him and in his
match,1,43,and strong that none could,him and in his youth
him,1,44,strong that none could match,and in his youth he
and,1,45,that none could match him,in his youth he roved
in,1,46,none could match him and,his youth he roved the
his,1,47,could match him and in,youth he roved the seas
youth,1,48,match him and in his,he roved the seas as
he,1,49,him and in his youth,roved the seas as a
roved,1,50,and in his youth he,the seas as a freebooter
the,1,51,in his youth he roved,seas as a freebooter In
seas,1,52,his youth he roved the,as a freebooter In fellowship
as,1,53,youth he roved the seas,a freebooter In fellowship with
a,1,54,he roved the seas as,freebooter In fellowship with him
freebooter,1,55,roved the seas as a,In fellowship with him was
In,1,56,the seas as a freebooter,fellowship with him was one
fellowship,1,57,seas as a freebooter In,with him was one Kari
with,1,58,as a freebooter In fellowship,him was one Kari of
him,1,59,a freebooter In fellowship with,was one Kari of Berdla
was,1,60,freebooter In fellowship with him,one Kari of Berdla a
one,1,61,In fellowship with him was,Kari of Berdla a man
Kari,1,62,fellowship with him was one,of Berdla a man of
of,1,63,with him was one Kari,Berdla a man of renown
Berdla,1,64,him was one Kari of,a man of renown for
a,1,65,was one Kari of Berdla,man of renown for strength
man,1,66,one Kari of Berdla a,of renown for strength and
of,1,67,Kari of Berdla a man,renown for strength and daring
renown,1,68,of Berdla a man of,for strength and daring he
for,1,69,Berdla a man of renown,strength and daring he was
strength,1,70,a man of renown for,and daring he was a
and,1,71,man of renown for strength,daring he was a Berserk
daring,1,72,of renown for strength and,he was a Berserk Ulf
he,1,73,renown for strength and daring,was a Berserk Ulf and
was,1,74,for strength and daring he,a Berserk Ulf and he
a,1,75,strength and daring he was,Berserk Ulf and he had
Berserk,1,76,and daring he was a,Ulf and he had one
Ulf,1,77,daring he was a Berserk,and he had one common
and,1,78,he was a Berserk Ulf,he had one common purse
he,1,79,was a Berserk Ulf and,had one common purse and
had,1,80,a Berserk Ulf and he,one common purse and were
one,1,81,Berserk Ulf and he had,common purse and were the
common,1,82,Ulf and he had one,purse and were the dearest
purse,1,83,and he had one common,and were the dearest friends
and,1,84,he had one common purse,were the dearest friends But
were,1,85,had one common purse and,the dearest friends But when
the,1,86,one common purse and were,dearest friends But when they
dearest,1,87,common purse and were the,friends But when they gave
friends,1,88,purse and were the dearest,But when they gave up
But,1,89,and were the dearest friends,when they gave up freebooting
when,1,90,were the dearest friends But,they gave up freebooting Kari
they,1,91,the dearest friends But when,gave up freebooting Kari went
gave,1,92,dearest friends But when they,up freebooting Kari went to
up,1,93,friends But when they gave,freebooting Kari went to his
freebooting,1,94,But when they gave up,Kari went to his estate
Kari,1,95,when they gave up freebooting,went to his estate at
went,1,96,they gave up freebooting Kari,to his estate at Berdla
to,1,97,gave up freebooting Kari went,his estate at Berdla being
his,1,98,up freebooting Kari went to,estate at Berdla being a
estate,1,99,freebooting Kari went to his,at Berdla being a man
at,1,100,Kari went to his estate,Berdla being a man of
Berdla,1,101,went to his estate at,being a man of great
being,1,102,to his estate at Berdla,a man of great wealth
a,1,103,his estate at Berdla being,man of great wealth Three
man,1,104,estate at Berdla being a,of great wealth Three children
of,1,105,at Berdla being a man,great wealth Three children had
great,1,106,Berdla being a man of,wealth Three children had Kari
wealth,1,107,being a man of great,Three children had Kari one
Three,1,108,a man of great wealth,children had Kari one son
children,1,109,man of great wealth Three,had Kari one son named
had,1,110,of great wealth Three children,Kari one son named Eyvind
Kari,1,111,great wealth Three children had,one son named Eyvind Lambi
one,1,112,wealth Three children had Kari,son named Eyvind Lambi another
son,1,113,Three children had Kari one,named Eyvind Lambi another Aulvir
named,1,114,children had Kari one son,Eyvind Lambi another Aulvir Hnuf
Eyvind,1,115,had Kari one son named,Lambi another Aulvir Hnuf and
Lambi,1,116,Kari one son named Eyvind,another Aulvir Hnuf and a
another,1,117,one son named Eyvind Lambi,Aulvir Hnuf and a daughter
Aulvir,1,118,son named Eyvind Lambi another,Hnuf and a daughter Salbjorg
Hnuf,1,119,named Eyvind Lambi another Aulvir,and a daughter Salbjorg who
and,1,120,Eyvind Lambi another Aulvir Hnuf,a daughter Salbjorg who was
a,1,121,Lambi another Aulvir Hnuf and,daughter Salbjorg who was a
daughter,1,122,another Aulvir Hnuf and a,Salbjorg who was a most
Salbjorg,1,123,Aulvir Hnuf and a daughter,who was a most beautiful
who,1,124,Hnuf and a daughter Salbjorg,was a most beautiful woman
was,1,125,and a daughter Salbjorg who,a most beautiful woman of
a,1,126,a daughter Salbjorg who was,most beautiful woman of a
most,1,127,daughter Salbjorg who was a,beautiful woman of a noble
beautiful,1,128,Salbjorg who was a most,woman of a noble spirit
woman,1,129,who was a most beautiful,of a noble spirit Her
of,1,130,was a most beautiful woman,a noble spirit Her did
a,1,131,a most beautiful woman of,noble spirit Her did Ulf
noble,1,132,most beautiful woman of a,spirit Her did Ulf take
spirit,1,133,beautiful woman of a noble,Her did Ulf take to
Her,1,134,woman of a noble spirit,did Ulf take to wife
did,1,135,of a noble spirit Her,Ulf take to wife and
Ulf,1,136,a noble spirit Her did,take to wife and then
take,1,137,noble spirit Her did Ulf,to wife and then he
to,1,138,spirit Her did Ulf take,wife and then he too
wife,1,139,Her did Ulf take to,and then he too went
and,1,140,did Ulf take to wife,then he too went to
then,1,141,Ulf take to wife and,he too went to his
he,1,142,take to wife and then,too went to his estates
too,1,143,to wife and then he,went to his estates Wealthy
went,1,144,wife and then he too,to his estates Wealthy he
to,1,145,and then he too went,his estates Wealthy he was
his,1,146,then he too went to,estates Wealthy he was both
estates,1,147,he too went to his,Wealthy he was both in
Wealthy,1,148,too went to his estates,he was both in lands
he,1,149,went to his estates Wealthy,was both in lands and
was,1,150,to his estates Wealthy he,both in lands and chattels
both,1,151,his estates Wealthy he was,in lands and chattels he
in,1,152,estates Wealthy he was both,lands and chattels he took
lands,1,153,Wealthy he was both in,and chattels he took baron's
and,1,154,he was both in lands,chattels he took baron's rank
chattels,1,155,was both in lands and,he took baron's rank as
he,1,156,both in lands and chattels,took baron's rank as his
took,1,157,in lands and chattels he,baron's rank as his forefathers
baron's,1,158,lands and chattels he took,rank as his forefathers had
rank,1,159,and chattels he took baron's,as his forefathers had done
as,1,160,chattels he took baron's rank,his forefathers had done and
his,1,161,he took baron's rank as,forefathers had done and became
forefathers,1,162,took baron's rank as his,had done and became a
had,1,163,baron's rank as his forefathers,done and became a great
done,1,164,rank as his forefathers had,and became a great man
and,1,165,as his forefathers had done,became a great man It
became,1,166,his forefathers had done and,a great man It was
a,1,167,forefathers had done and became,great man It was told
great,1,168,had done and became a,man It was told of
man,1,169,done and became a great,It was told of Ulf
It,1,170,and became a great man,was told of Ulf that
was,1,171,became a great man It,told of Ulf that he
told,1,172,a great man It was,of Ulf that he was
of,1,173,great man It was told,Ulf that he was a
Ulf,1,174,man It was told of,that he was a great
that,1,175,It was told of Ulf,he was a great householder
he,1,176,was told of Ulf that,was a great householder it
was,1,177,told of Ulf that he,a great householder it was
a,1,178,of Ulf that he was,great householder it was his
great,1,179,Ulf that he was a,householder it was his wont
householder,1,180,that he was a great,it was his wont to
it,1,181,he was a great householder,was his wont to rise
was,1,182,was a great householder it,his wont to rise up
his,1,183,a great householder it was,wont to rise up early
wont,1,184,great householder it was his,to rise up early and
to,1,185,householder it was his wont,rise up early and then
rise,1,186,it was his wont to,up early and then go
up,1,187,was his wont to rise,early and then go round
early,1,188,his wont to rise up,and then go round among
and,1,189,wont to rise up early,then go round among his
then,1,190,to rise up early and,go round among his labourers
go,1,191,rise up early and then,round among his labourers or
round,1,192,up early and then go,among his labourers or where
among,1,193,early and then go round,his labourers or where his
his,1,194,and then go round among,labourers or where his smiths
labourers,1,195,then go round among his,or where his smiths were
or,1,196,go round among his labourers,where his smiths were and
where,1,197,round among his labourers or,his smiths were and to
his,1,198,among his labourers or where,smiths were and to overlook
smiths,1,199,his labourers or where his,were and to overlook his
were,1,200,labourers or where his smiths,and to overlook his stalk
and,1,201,or where his smiths were,to overlook his stalk and
to,1,202,where his smiths were and,overlook his stalk and fields
overlook,1,203,his smiths were and to,his stalk and fields and
his,1,204,smiths were and to overlook,stalk and fields and at
stalk,1,205,were and to overlook his,and fields and at times
and,1,206,and to overlook his stalk,fields and at times he
fields,1,207,to overlook his stalk and,and at times he would
and,1,208,overlook his stalk and fields,at times he would talk
at,1,209,his stalk and fields and,times he would talk with
times,1,210,stalk and fields and at,he would talk with such
he,1,211,and fields and at times,would talk with such as
would,1,212,fields and at times he,talk with such as needed
talk,1,213,and at times he would,with such as needed his
with,1,214,at times he would talk,such as needed his counsel
such,1,215,times he would talk with,as needed his counsel and
as,1,216,he would talk with such,needed his counsel and good
needed,1,217,would talk with such as,his counsel and good counsel
his,1,218,talk with such as needed,counsel and good counsel he
counsel,1,219,with such as needed his,and good counsel he could
and,1,220,such as needed his counsel,good counsel he could give
good,1,221,as needed his counsel and,counsel he could give in
counsel,1,222,needed his counsel and good,he could give in all
he,1,223,his counsel and good counsel,could give in all things
could,1,224,counsel and good counsel he,give in all things for
give,1,225,and good counsel he could,in all things for he
in,1,226,good counsel he could give,all things for he was
all,1,227,counsel he could give in,things for he was very
things,1,228,he could give in all,for he was very wise
for,1,229,could give in all things,he was very wise But
he,1,230,give in all things for,was very wise But everyday
was,1,231,in all things for he,very wise But everyday as
very,1,232,all things for he was,wise But everyday as evening
wise,1,233,things for he was very,But everyday as evening drew
But,1,234,for he was very wise,everyday as evening drew on
everyday,1,235,he was very wise But,as evening drew on he
as,1,236,was very wise But everyday,evening drew on he became
evening,1,237,very wise But everyday as,drew on he became sullen
drew,1,238,wise But everyday as evening,on he became sullen so
on,1,239,But everyday as evening drew,he became sullen so that
he,1,240,everyday as evening drew on,became sullen so that few
became,1,241,as evening drew on he,sullen so that few could
sullen,1,242,evening drew on he became,so that few could come
so,1,243,drew on he became sullen,that few could come to
that,1,244,on he became sullen so,few could come to speak
few,1,245,he became sullen so that,could come to speak with
could,1,246,became sullen so that few,come to speak with him
come,1,247,sullen so that few could,to speak with him He
to,1,248,so that few could come,speak with him He was
speak,1,249,that few could come to,with him He was an
with,1,250,few could come to speak,him He was an evening
him,1,251,could come to speak with,He was an evening sleeper
He,1,252,come to speak with him,was an evening sleeper and
was,1,253,to speak with him He,an evening sleeper and it
an,1,254,speak with him He was,evening sleeper and it was
evening,1,255,with him He was an,sleeper and it was commonly
sleeper,1,256,him He was an evening,and it was commonly said
and,1,257,He was an evening sleeper,it was commonly said that
it,1,258,was an evening sleeper and,was commonly said that he
was,1,259,an evening sleeper and it,commonly said that he was
commonly,1,260,evening sleeper and it was,said that he was very
said,1,261,sleeper and it was commonly,that he was very shape
that,1,262,and it was commonly said,he was very shape strong
he,1,263,it was commonly said that,was very shape strong He
was,1,264,was commonly said that he,very shape strong He was
very,1,265,commonly said that he was,shape strong He was called
shape,1,266,said that he was very,strong He was called Kveldulf
strong,1,267,that he was very shape,He was called Kveldulf Kveldulf
He,1,268,he was very shape strong,was called Kveldulf Kveldulf and
was,1,269,was very shape strong He,called Kveldulf Kveldulf and his
called,1,270,very shape strong He was,Kveldulf Kveldulf and his wife
Kveldulf,1,271,shape strong He was called,Kveldulf and his wife had
Kveldulf,1,272,strong He was called Kveldulf,and his wife had two
and,1,273,He was called Kveldulf Kveldulf,his wife had two sons
his,1,274,was called Kveldulf Kveldulf and,wife had two sons the
wife,1,275,called Kveldulf Kveldulf and his,had two sons the elder
had,1,276,Kveldulf Kveldulf and his wife,two sons the elder was
two,1,277,Kveldulf and his wife had,sons the elder was named
sons,1,278,and his wife had two,the elder was named Thorolf
the,1,279,his wife had two sons,elder was named Thorolf the
elder,1,280,wife had two sons the,was named Thorolf the younger
was,1,281,had two sons the elder,named Thorolf the younger Grim
named,1,282,two sons the elder was,Thorolf the younger Grim these
Thorolf,1,283,sons the elder was named,the younger Grim these when
the,1,284,the elder was named Thorolf,younger Grim these when they
younger,1,285,elder was named Thorolf the,Grim these when they grew
Grim,1,286,was named Thorolf the younger,these when they grew up
these,1,287,named Thorolf the younger Grim,when they grew up were
when,1,288,Thorolf the younger Grim these,they grew up were both
they,1,289,the younger Grim these when,grew up were both tall
grew,1,290,younger Grim these when they,up were both tall men
up,1,291,Grim these when they grew,were both tall men and
were,1,292,these when they grew up,both tall men and strong
both,1,293,when they grew up were,tall men and strong as
tall,1,294,they grew up were both,men and strong as was
men,1,295,grew up were both tall,and strong as was their
and,1,296,up were both tall men,strong as was their father
strong,1,297,were both tall men and,as was their father But
as,1,298,both tall men and strong,was their father But Thorolf
was,1,299,tall men and strong as,their father But Thorolf was
their,1,300,men and strong as was,father But Thorolf was most
father,1,301,and strong as was their,But Thorolf was most comely
But,1,302,strong as was their father,Thorolf was most comely as
Thorolf,1,303,as was their father But,was most comely as well
was,1,304,was their father But Thorolf,most comely as well as
most,1,305,their father But Thorolf was,comely as well as doughty
comely,1,306,father But Thorolf was most,as well as doughty favoring
as,1,307,But Thorolf was most comely,well as doughty favoring his
well,1,308,Thorolf was most comely as,as doughty favoring his mother's
as,1,309,was most comely as well,doughty favoring his mother's kin
doughty,1,310,most comely as well as,favoring his mother's kin very
favoring,1,311,comely as well as doughty,his mother's kin very cheery
his,1,312,as well as doughty favoring,mother's kin very cheery was
mother's,1,313,well as doughty favoring his,kin very cheery was he
kin,1,314,as doughty favoring his mother's,very cheery was he liberal
very,1,315,doughty favoring his mother's kin,cheery was he liberal impetuous
cheery,1,316,favoring his mother's kin very,was he liberal impetuous in
was,1,317,his mother's kin very cheery,he liberal impetuous in everything
he,1,318,mother's kin very cheery was,liberal impetuous in everything a
liberal,1,319,kin very cheery was he,impetuous in everything a good
impetuous,1,320,very cheery was he liberal,in everything a good trader
in,1,321,cheery was he liberal impetuous,everything a good trader winning
everything,1,322,was he liberal impetuous in,a good trader winning the
a,1,323,he liberal impetuous in everything,good trader winning the hearts
good,1,324,liberal impetuous in everything a,trader winning the hearts of
trader,1,325,impetuous in everything a good,winning the hearts of all
winning,1,326,in everything a good trader,the hearts of all men
the,1,327,everything a good trader winning,hearts of all men Grim
hearts,1,328,a good trader winning the,of all men Grim was
of,1,329,good trader winning the hearts,all men Grim was swarthy
all,1,330,trader winning the hearts of,men Grim was swarthy ill-favoured
men,1,331,winning the hearts of all,Grim was swarthy ill-favoured like
Grim,1,332,the hearts of all men,was swarthy ill-favoured like his
was,1,333,hearts of all men Grim,swarthy ill-favoured like his father
swarthy,1,334,of all men Grim was,ill-favoured like his father both
ill-favoured,1,335,all men Grim was swarthy,like his father both in
like,1,336,men Grim was swarthy ill-favoured,his father both in face
his,1,337,Grim was swarthy ill-favoured like,father both in face and
father,1,338,was swarthy ill-favoured like his,both in face and mind
both,1,339,swarthy ill-favoured like his father,in face and mind he
in,1,340,ill-favoured like his father both,face and mind he became
face,1,341,like his father both in,and mind he became a
and,1,342,his father both in face,mind he became a good
mind,1,343,father both in face and,he became a good man
he,1,344,both in face and mind,became a good man of
became,1,345,in face and mind he,a good man of business
a,1,346,face and mind he became,good man of business skilful
good,1,347,and mind he became a,man of business skilful was
man,1,348,mind he became a good,of business skilful was he
of,1,349,he became a good man,business skilful was he in
business,1,350,became a good man of,skilful was he in wood
skilful,1,351,a good man of business,was he in wood and
was,1,352,good man of business skilful,he in wood and iron
he,1,353,man of business skilful was,in wood and iron an
in,1,354,of business skilful was he,wood and iron an excellent
wood,1,355,business skilful was he in,and iron an excellent smith
and,1,356,skilful was he in wood,iron an excellent smith In
iron,1,357,was he in wood and,an excellent smith In the
an,1,358,he in wood and iron,excellent smith In the winter
excellent,1,359,in wood and iron an,smith In the winter he
smith,1,360,wood and iron an excellent,In the winter he often
In,1,361,and iron an excellent smith,the winter he often went
the,1,362,iron an excellent smith In,winter he often went to
winter,1,363,an excellent smith In the,he often went to the
he,1,364,excellent smith In the winter,often went to the herring
often,1,365,smith In the winter he,went to the herring fishing
went,1,366,In the winter he often,to the herring fishing and
to,1,367,the winter he often went,the herring fishing and with
the,1,368,winter he often went to,herring fishing and with him
herring,1,369,he often went to the,fishing and with him many
fishing,1,370,often went to the herring,and with him many house-carles
and,1,371,went to the herring fishing,with him many house-carles But
with,1,372,to the herring fishing and,him many house-carles But when
him,1,373,the herring fishing and with,many house-carles But when Thorolf
many,1,374,herring fishing and with him,house-carles But when Thorolf was
house-carles,1,375,fishing and with him many,But when Thorolf was twenty
But,1,376,and with him many house-carles,when Thorolf was twenty years
when,1,377,with him many house-carles But,Thorolf was twenty years old
Thorolf,1,378,him many house-carles But when,was twenty years old then
was,1,379,many house-carles But when Thorolf,twenty years old then he
twenty,1,380,house-carles But when Thorolf was,years old then he made
years,1,381,But when Thorolf was twenty,old then he made him
old,1,382,when Thorolf was twenty years,then he made him ready
then,1,383,Thorolf was twenty years old,he made him ready to
he,1,384,was twenty years old then,made him ready to go
made,1,385,twenty years old then he,him ready to go a
him,1,386,years old then he made,ready to go a harrying
ready,1,387,old then he made him,to go a harrying Kveldulf
to,1,388,then he made him ready,go a harrying Kveldulf gave
go,1,389,he made him ready to,a harrying Kveldulf gave him
a,1,390,made him ready to go,harrying Kveldulf gave him a
harrying,1,391,him ready to go a,Kveldulf gave him a long-ship
Kveldulf,1,392,ready to go a harrying,gave him a long-ship and
gave,1,393,to go a harrying Kveldulf,him a long-ship and Kari
him,1,394,go a harrying Kveldulf gave,a long-ship and Kari of
a,1,395,a harrying Kveldulf gave him,long-ship and Kari of Berdla's
long-ship,1,396,harrying Kveldulf gave him a,and Kari of Berdla's sons
and,1,397,Kveldulf gave him a long-ship,Kari of Berdla's sons Eyvind
Kari,1,398,gave him a long-ship and,of Berdla's sons Eyvind and
of,1,399,him a long-ship and Kari,Berdla's sons Eyvind and Aulvir
Berdla's,1,400,a long-ship and Kari of,sons Eyvind and Aulvir resolved
sons,1,401,long-ship and Kari of Berdla's,Eyvind and Aulvir resolved to
Eyvind,1,402,and Kari of Berdla's sons,and Aulvir resolved to go
and,1,403,Kari of Berdla's sons Eyvind,Aulvir resolved to go on
Aulvir,1,404,of Berdla's sons Eyvind and,resolved to go on that
resolved,1,405,Berdla's sons Eyvind and Aulvir,to go on that voyage
to,1,406,sons Eyvind and Aulvir resolved,go on that voyage taking
go,1,407,Eyvind and Aulvir resolved to,on that voyage taking a
on,1,408,and Aulvir resolved to go,that voyage taking a large
that,1,409,Aulvir resolved to go on,voyage taking a large force
voyage,1,410,resolved to go on that,taking a large force and
taking,1,411,to go on that voyage,a large force and another
a,1,412,go on that voyage taking,large force and another long-ship
large,1,413,on that voyage taking a,force and another long-ship and
force,1,414,that voyage taking a large,and another long-ship and they
and,1,415,voyage taking a large force,another long-ship and they roved
another,1,416,taking a large force and,long-ship and they roved the
long-ship,1,417,a large force and another,and they roved the seas
and,1,418,large force and another long-ship,they roved the seas in
they,1,419,force and another long-ship and,roved the seas in the
roved,1,420,and another long-ship and they,the seas in the summer
the,1,421,another long-ship and they roved,seas in the summer and
seas,1,422,long-ship and they roved the,in the summer and got
in,1,423,and they roved the seas,the summer and got them
the,1,424,they roved the seas in,summer and got them wealth
summer,1,425,roved the seas in the,and got them wealth and
and,1,426,the seas in the summer,got them wealth and had
got,1,427,seas in the summer and,them wealth and had a
them,1,428,in the summer and got,wealth and had a large
wealth,1,429,the summer and got them,and had a large booty
and,1,430,summer and got them wealth,had a large booty to
had,1,431,and got them wealth and,a large booty to divide
a,1,432,got them wealth and had,large booty to divide For
large,1,433,them wealth and had a,booty to divide For several
booty,1,434,wealth and had a large,to divide For several summers
to,1,435,and had a large booty,divide For several summers they
divide,1,436,had a large booty to,For several summers they were
For,1,437,a large booty to divide,several summers they were out
several,1,438,large booty to divide For,summers they were out roving
summers,1,439,booty to divide For several,they were out roving but
they,1,440,to divide For several summers,were out roving but stayed
were,1,441,divide For several summers they,out roving but stayed at
out,1,442,For several summers they were,roving but stayed at home
roving,1,443,several summers they were out,but stayed at home in
but,1,444,summers they were out roving,stayed at home in winter
stayed,1,445,they were out roving but,at home in winter with
at,1,446,were out roving but stayed,home in winter with their
home,1,447,out roving but stayed at,in winter with their fathers
in,1,448,roving but stayed at home,winter with their fathers Thorolf
winter,1,449,but stayed at home in,with their fathers Thorolf brought
with,1,450,stayed at home in winter,their fathers Thorolf brought home
their,1,451,at home in winter with,fathers Thorolf brought home many
fathers,1,452,home in winter with their,Thorolf brought home many costly
Thorolf,1,453,in winter with their fathers,brought home many costly things
brought,1,454,winter with their fathers Thorolf,home many costly things and
home,1,455,with their fathers Thorolf brought,many costly things and took
many,1,456,their fathers Thorolf brought home,costly things and took them
costly,1,457,fathers Thorolf brought home many,things and took them to
things,1,458,Thorolf brought home many costly,and took them to his
and,1,459,brought home many costly things,took them to his father
took,1,460,home many costly things and,them to his father and
them,1,461,many costly things and took,to his father and mother
to,1,462,costly things and took them,his father and mother thus
his,1,463,things and took them to,father and mother thus they
father,1,464,and took them to his,and mother thus they were
and,1,465,took them to his father,mother thus they were well-to-do
mother,1,466,them to his father and,thus they were well-to-do both
thus,1,467,to his father and mother,they were well-to-do both for
they,1,468,his father and mother thus,were well-to-do both for possessions
were,1,469,father and mother thus they,well-to-do both for possessions and
well-to-do,1,470,and mother thus they were,both for possessions and honour
both,1,471,mother thus they were well-to-do,for possessions and honour Kveldulf
for,1,472,thus they were well-to-do both,possessions and honour Kveldulf was
possessions,1,473,they were well-to-do both for,and honour Kveldulf was now
and,1,474,were well-to-do both for possessions,honour Kveldulf was now well
honour,1,475,well-to-do both for possessions and,Kveldulf was now well stricken
Kveldulf,1,476,both for possessions and honour,was now well stricken in
was,1,477,for possessions and honour Kveldulf,now well stricken in years
now,1,478,possessions and honour Kveldulf was,well stricken in years and
well,1,479,and honour Kveldulf was now,stricken in years and his
stricken,1,480,honour Kveldulf was now well,in years and his sons
in,1,481,Kveldulf was now well stricken,years and his sons were
years,1,482,was now well stricken in,and his sons were grown
and,1,483,now well stricken in years,his sons were grown men
his,1,484,well stricken in years and,sons were grown men 
sons,1,485,stricken in years and his,were grown men 
were,1,486,in years and his sons,grown men 
grown,1,487,years and his sons were,men 
men,1,488,and his sons were grown,
Audbjorn,2,1,,was then king over the
was,2,2,Audbjorn,then king over the Firthfolk
then,2,3,Audbjorn was,king over the Firthfolk there
king,2,4,Audbjorn was then,over the Firthfolk there was
over,2,5,Audbjorn was then king,the Firthfolk there was an
the,2,6,Audbjorn was then king over,Firthfolk there was an earl
Firthfolk,2,7,was then king over the,there was an earl of
there,2,8,then king over the Firthfolk,was an earl of his
was,2,9,king over the Firthfolk there,an earl of his named
an,2,10,over the Firthfolk there was,earl of his named Hroald
earl,2,11,the Firthfolk there was an,of his named Hroald whose
of,2,12,Firthfolk there was an earl,his named Hroald whose son
his,2,13,there was an earl of,named Hroald whose son was
named,2,14,was an earl of his,Hroald whose son was Thorir
Hroald,2,15,an earl of his named,whose son was Thorir Atli
whose,2,16,earl of his named Hroald,son was Thorir Atli the
son,2,17,of his named Hroald whose,was Thorir Atli the Slim
was,2,18,his named Hroald whose son,Thorir Atli the Slim was
Thorir,2,19,named Hroald whose son was,Atli the Slim was then
Atli,2,20,Hroald whose son was Thorir,the Slim was then an
the,2,21,whose son was Thorir Atli,Slim was then an earl
Slim,2,22,son was Thorir Atli the,was then an earl he
was,2,23,was Thorir Atli the Slim,then an earl he dwelt
then,2,24,Thorir Atli the Slim was,an earl he dwelt at
an,2,25,Atli the Slim was then,earl he dwelt at Gaula
earl,2,26,the Slim was then an,he dwelt at Gaula he
he,2,27,Slim was then an earl,dwelt at Gaula he had
dwelt,2,28,was then an earl he,at Gaula he had sons
at,2,29,then an earl he dwelt,Gaula he had sons Hallstein
Gaula,2,30,an earl he dwelt at,he had sons Hallstein Holmstein
he,2,31,earl he dwelt at Gaula,had sons Hallstein Holmstein and
had,2,32,he dwelt at Gaula he,sons Hallstein Holmstein and Herstein
sons,2,33,dwelt at Gaula he had,Hallstein Holmstein and Herstein and
Hallstein,2,34,at Gaula he had sons,Holmstein and Herstein and a
Holmstein,2,35,Gaula he had sons Hallstein,and Herstein and a daughter
and,2,36,he had sons Hallstein Holmstein,Herstein and a daughter Solveig
Herstein,2,37,had sons Hallstein Holmstein and,and a daughter Solveig the
and,2,38,sons Hallstein Holmstein and Herstein,a daughter Solveig the Fair
a,2,39,Hallstein Holmstein and Herstein and,daughter Solveig the Fair It
daughter,2,40,Holmstein and Herstein and a,Solveig the Fair It happened
Solveig,2,41,and Herstein and a daughter,the Fair It happened one
the,2,42,Herstein and a daughter Solveig,Fair It happened one autumn
Fair,2,43,and a daughter Solveig the,It happened one autumn that
It,2,44,a daughter Solveig the Fair,happened one autumn that much
happened,2,45,daughter Solveig the Fair It,one autumn that much people
one,2,46,Solveig the Fair It happened,autumn that much people were
autumn,2,47,the Fair It happened one,that much people were gathered
that,2,48,Fair It happened one autumn,much people were gathered at
much,2,49,It happened one autumn that,people were gathered at Gaula
people,2,50,happened one autumn that much,were gathered at Gaula for
were,2,51,one autumn that much people,gathered at Gaula for a
gathered,2,52,autumn that much people were,at Gaula for a sacrificial
at,2,53,that much people were gathered,Gaula for a sacrificial feast
Gaula,2,54,much people were gathered at,for a sacrificial feast then
for,2,55,people were gathered at Gaula,a sacrificial feast then saw
a,2,56,were gathered at Gaula for,sacrificial feast then saw Aulvir
sacrificial,2,57,gathered at Gaula for a,feast then saw Aulvir Hnuf
feast,2,58,at Gaula for a sacrificial,then saw Aulvir Hnuf Solveig
